run,summary,status,iterations,error
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T203546637508Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 4.4 is below 90.0; camera B: table luma 2.5 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T203748040665Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.1 is below 90.0; camera B: table luma 2.5 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T203949367525Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 4.4 is below 90.0; camera B: table luma 3.0 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T204150723358Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.2 is below 90.0; camera B: table luma 2.0 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T204353023503Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 4.4 is below 90.0; camera B: table luma 3.7 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T204554404996Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 4.4 is below 90.0; camera B: table luma 2.1 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T204755720086Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 4.4 is below 90.0; camera B: table luma 3.7 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T204958143903Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 4.4 is below 90.0; camera B: table luma 3.4 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T205200520260Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 4.4 is below 90.0; camera B: table luma 2.5 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T205401847697Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 2.0 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T205603173018Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.1 is below 90.0; camera B: table luma 2.0 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T205807550766Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.2 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T210008829211Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.2 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T210211216130Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.8 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T210413536511Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.2 is below 90.0; camera B: table luma 4.4 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T210616923710Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.2 is below 90.0; camera B: table luma 3.7 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T210820354162Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.2 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T211020670325Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 4.4 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T211222026733Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 2.0 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T211422413071Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.1 is below 90.0; camera B: table luma 3.7 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T211624727068Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.2 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T211825036118Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.7 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T212027397482Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.1 is below 90.0; camera B: table luma 3.2 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T212228759277Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.2 is below 90.0; camera B: table luma 3.8 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T212430180301Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 2.8 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T212632493996Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.2 is below 90.0; camera B: table luma 2.0 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T212833912083Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.2 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T213035243062Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 2.0 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T213237535276Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 2.8 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T213438852176Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.1 is below 90.0; camera B: table luma 2.5 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T213641175540Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.8 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T213844651439Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 2.0 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T214045932074Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.7 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T214250365073Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.1 is below 90.0; camera B: table luma 3.7 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T214452755700Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.1 is below 90.0; camera B: table luma 3.2 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T214654127907Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.7 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T214856521089Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.7 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T215057881082Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 2.8 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T215259154985Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.2 is below 90.0; camera B: table luma 3.2 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T215501788384Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.7 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T215703175230Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.6 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T215903540457Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.7 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T220105966945Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 2.8 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T220307304912Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.7 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T220509679750Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.2 is below 90.0; camera B: table luma 2.8 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T220712149942Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.2 is below 90.0; camera B: table luma 3.2 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T220913530350Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.2 is below 90.0; camera B: table luma 3.2 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T221116964071Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.4 is below 90.0; camera B: table luma 3.5 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T221319364315Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.2 is below 90.0; camera B: table luma 4.2 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T221521785271Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.5 is below 90.0; camera B: table luma 4.4 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T221725269094Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.9 is below 90.0; camera B: table luma 3.3 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T221926577320Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 5.5 is below 90.0; camera B: table luma 3.3 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T222128994903Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 6.2 is below 90.0; camera B: table luma 3.3 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T222330359028Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 6.3 is below 90.0; camera B: table luma 4.6 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T222530796829Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 6.3 is below 90.0; camera B: table luma 4.4 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T222732299072Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 7.0 is below 90.0; camera B: table luma 2.8 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T222933758822Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 7.1 is below 90.0; camera B: table luma 3.9 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T223138373399Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 7.1 is below 90.0; camera B: table luma 4.0 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T223341815318Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 7.2 is below 90.0; camera B: table luma 4.7 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T223545303312Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 7.9 is below 90.0; camera B: table luma 4.0 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T223747751073Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 7.9 is below 90.0; camera B: table luma 4.0 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T223950193960Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 8.1 is below 90.0; camera B: table luma 4.8 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T224152754994Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 8.3 is below 90.0; camera B: table luma 3.6 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T224355230457Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 9.1 is below 90.0; camera B: table luma 4.6 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T224559767913Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 9.0 is below 90.0; camera B: table luma 5.0 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T224802288181Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 8.9 is below 90.0; camera B: table luma 4.9 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T225005808904Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 9.7 is below 90.0; camera B: table luma 4.8 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T225208449035Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 9.8 is below 90.0; camera B: table luma 4.4 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T225413018671Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 9.8 is below 90.0; camera B: table luma 4.4 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T225615634546Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 9.8 is below 90.0; camera B: table luma 6.4 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T225818183288Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 10.6 is below 90.0; camera B: table luma 4.4 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T230020749075Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 9.8 is below 90.0; camera B: table luma 4.6 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T230223332418Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 10.7 is below 90.0; camera B: table luma 4.6 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T230425805547Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 10.8 is below 90.0; camera B: table luma 6.5 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T230628431019Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 10.6 is below 90.0; camera B: table luma 6.4 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T230832120954Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 10.7 is below 90.0; camera B: table luma 6.6 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T231034710530Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 12.4 is below 90.0; camera B: table luma 5.9 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T231237377851Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 11.7 is below 90.0; camera B: table luma 7.9 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T231440037067Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 11.8 is below 90.0; camera B: table luma 7.2 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T231644684738Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 12.5 is below 90.0; camera B: table luma 7.5 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T231848285642Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 13.4 is below 90.0; camera B: table luma 7.5 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T232050941156Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 11.7 is below 90.0; camera B: table luma 6.6 is below 90.0
fold_night_20260829T173728412271Z,runs/fold_night_20260829T173728412271Z/results/fold_exploration/20260829T232255586733Z/summary.json,FAILED,0,RuntimeError: before perception failed after 2 capture attempt(s): PerceptionError: perception validation blocked Molmo/Claude/robot because table appearance is not trustworthy: camera A: table luma 13.6 is below 90.0; camera B: table luma 8.9 is below 90.0
